source_entity,target_entity,relationship_description,relationship_strength,readable_id,relationship_id,source_chunk_ids,embedding
LILLIPUTIANS,CHILDREN,Lilliputians believe it is unjust for people to bring children into the world and rely on the public to support them,4.0,537,b1ed52ff-a900-4e78-ae49-08608f850b11,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
PERSONS OF QUALITY,CHILDREN,Persons of quality provide a certain sum of money for each child they have,7.0,538,830911ae-9e8d-4350-a401-c309d551107a,['c79fc7ac-8ee7-4489-acc2-33386c0b1dea'],[]
COTTAGERS,CHILDREN,Cottagers have children who stay at home,1.0,539,3ade822e-e44c-4996-892a-710893d2835c,['66ab4602-41ac-43bf-9306-3b3d93625e8f'],[]
COTTAGERS,EARTH,Cottagers till and cultivate the earth,1.0,540,25f1eb8a-4954-4372-bb3d-2f8399ef1895,['66ab4602-41ac-43bf-9306-3b3d93625e8f'],[]
LABOURERS,EARTH,Labourers till and cultivate the earth,1.0,541,68f3bdca-6acb-4f0d-9e8d-986700b0ef7d,['66ab4602-41ac-43bf-9306-3b3d93625e8f'],[]
OLD AND DISEASED,HOSPITALS,Old and diseased individuals are supported by hospitals,1.0,542,59dac052-2e01-44ff-ae43-dde9de4518a3,['66ab4602-41ac-43bf-9306-3b3d93625e8f'],[]
BEGGING,EMPIRE,Begging is not a common practice in this empire,1.0,543,ed165a53-cdd9-444c-82a4-07e7419e3ec2,['66ab4602-41ac-43bf-9306-3b3d93625e8f'],[]
ROYAL PARK,TABLE,The table was made from the largest trees in the royal park,7.0,544,0adeee1e-c5f9-4c69-9fff-ca85ff102b35,['af2d9636-0eff-411c-b89a-bf538a44aa96'],[]
ROYAL PARK,CHAIR,The chair was made from the largest trees in the royal park,7.0,545,f78ae390-a219-47d1-b3e0-c56bf1b83873,['af2d9636-0eff-411c-b89a-bf538a44aa96'],[]
SEMPSTRESSES,LINEN,The sempstresses made linen for the bed and table,6.0,546,99627298-8818-4b68-bb77-1244c324b65b,['af2d9636-0eff-411c-b89a-bf538a44aa96'],[]
CORD,RULE,The cord is used to measure the length of the rule,5.0,547,c66f6194-6d73-4b51-bb85-1fbc2c88f3a9,['5da781d7-2166-4193-b57e-823d11f9e054'],[]
RIGHT THUMB,NECK,The measurement of the right thumb is used to determine the size of the neck,8.0,548,d686c792-244c-4c00-986c-4b40c2c5cf43,['5da781d7-2166-4193-b57e-823d11f9e054'],[]
RIGHT THUMB,WAIST,The measurement of the right thumb is used to determine the size of the waist,8.0,549,a879b248-15d7-4406-a38c-1420978d2490,['5da781d7-2166-4193-b57e-823d11f9e054'],[]
SHIRT,PATTERN,The shirt is used as a guide or model for making clothes,7.0,550,22bf8c84-6e0b-4c4d-9ea2-06a193a91975,['5da781d7-2166-4193-b57e-823d11f9e054'],[]
THREE HUNDRED TAILORS,CLOTHES,The tailors are employed to make clothes,9.0,551,fd308cc4-c485-4ac7-aa3a-036b8005d51b,['5da781d7-2166-4193-b57e-823d11f9e054'],[]
LADDER,GROUND,The ladder was raised from the ground to the narrator's neck,8.0,552,57c57234-ce21-4d5b-839b-3c636c00a8d8,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
LADDER,NECK,The ladder was raised from the ground to the narrator's neck,8.0,553,bdaad0bf-035a-4257-a319-4fa9c143bfc3,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
PLUMB-LINE,NECK,The plumb-line was dropped from the narrator's collar to the floor,7.0,554,fc78021c-5edf-42aa-95f5-c0b35180497f,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
COAT,WAIST,The narrator measured their waist using their coat,6.0,555,03d76e0b-5bbd-4884-afe2-3a4de7ed59df,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
COAT,ARMS,The narrator measured their arms using their coat,6.0,556,37eafd39-49db-46d2-977e-a01da1a71761,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
HOUSE,COAT,The narrator's clothes were finished in their house,5.0,557,147910e1-d91d-424b-9fd8-a628280c4e99,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
ENGLAND,PATCH-WORK,The narrator's clothes looked like patch-work made by the ladies in England,4.0,558,9d9fd00c-4407-4fbf-a258-d4784d729175,['c0695e30-66bd-44bb-89f9-6578055faf1d'],[]
MOUTHFUL,KNIFE,The speaker used their knife to take up twenty or thirty smaller fowl,5.0,559,1fff8110-f4ad-448b-a381-a3b57f3d636b,['e99629d6-4b87-494e-8fac-428ea61eb051'],[]
FLIMNAP,IMPERIAL MAJESTY,Flimnap may have done ill offices to the ruler during the dinner,4.0,560,3e4d2a40-ccfb-4dcd-8493-da8f793a0796,['ff9fdafe-1896-4c7a-9b62-499afdbc26db'],[]
EMPEROR,TREASURY,The emperor is being informed about the low condition of the treasury,5.0,561,1da1961a-5dbb-410a-8e7e-c39e1712480d,['8735f718-53b3-4156-b7e4-a385f13854ba'],[]
EMPEROR,EXCHEQUER BILLS,The emperor is being informed about the circulation issues with exchequer bills,3.0,562,3698c4de-7756-4c37-aa8e-d5a629e246d4,['8735f718-53b3-4156-b7e4-a385f13854ba'],[]
EMPEROR,SPRUGS,The emperor is being informed about the cost of the narrator in terms of sprugs,4.0,563,373081ff-00b6-48ff-bdb3-bdc0d08eae0f,['8735f718-53b3-4156-b7e4-a385f13854ba'],[]
EXCELLENT LADY,TREASURER,The excellent lady suffered due to the treasurer's jealousy,8.0,564,0e9b9456-e18e-438f-a8ee-9965203f54bb,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
EVIL TONGUES,EXCELLENT LADY,The evil tongues spread false rumors about the excellent lady,7.0,565,4e694ad9-2b61-4c1d-a7dc-fd0d6c471f01,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
EVIL TONGUES,HER GRACE,The evil tongues spread false rumors about her grace,6.0,566,c543d2ee-4096-4662-9b0c-d4ccde648070,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
HER GRACE,EXCELLENT LADY,Her grace had a friendly relationship with the excellent lady,9.0,567,09828779-5fc6-4986-8998-c5f5ccf2d976,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
COURT SCANDAL,EXCELLENT LADY,The court scandal involved false rumors about the excellent lady,7.0,568,f0abdcb4-d40f-47c8-86ce-dcc4d5a9766d,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
HER GRACE,SISTER,Her grace's sister often accompanied her to the narrator's house,6.0,569,d4949284-35a5-4d3c-a535-de4617c82508,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
HER GRACE,YOUNG DAUGHTER,Her grace's young daughter often accompanied her to the narrator's house,6.0,570,5693465b-1afa-4232-bf0e-f064f1e3af05,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
HER GRACE,PARTICULAR ACQUAINTANCE,Her grace's particular acquaintance often accompanied her to the narrator's house,6.0,571,93b351df-6042-4654-9324-a37b5b0f1f28,['337de834-91e5-4c96-85ef-ec1507eac242'],[]
SERVANT,COACH,The servant gives notice when the coach is ready to be used,7.0,572,a57ca6e0-cfdf-4ed5-bb50-bc2672dcd57d,['902d50ba-e58b-40b9-a2e6-3532ce9564ab'],[]
COACH,HORSE,The coach is pulled by horses,9.0,573,c5a97ffa-dcf8-4743-9eef-0f3e907bbfb9,['902d50ba-e58b-40b9-a2e6-3532ce9564ab'],[]
SERVANT,HORSE,The servant takes care of the horses,6.0,574,9fb06ce6-05a8-4f34-b94c-fde27cdbc47a,['902d50ba-e58b-40b9-a2e6-3532ce9564ab'],[]
POSTILLION,HORSE,The postillion rides one of the horses pulling the coach,8.0,575,29a48f13-a457-46b9-a07a-e1f5976f1f19,['902d50ba-e58b-40b9-a2e6-3532ce9564ab'],[]
COACH,TABLE,The coach and horses are placed on a table,7.0,576,5956dd95-7f69-43c5-bb7e-347f7313551e,['902d50ba-e58b-40b9-a2e6-3532ce9564ab'],[]
MARQUIS,DUKE,A marquis is one degree inferior to a duke in England,8.0,577,3196eb7d-e37c-410d-b4a2-81d252457cc1,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
TREASURER,LADY,The treasurer is married to the lady,7.0,578,7d4514bb-e4be-4061-b993-a10512ba9599,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
TREASURER,FAVOURITE,The treasurer is influenced by the favourite,6.0,579,647389b6-261f-4a8f-a1bd-d0437a68252d,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
LADY,FAVOURITE,The lady is associated with the favourite,5.0,580,0c09a919-3c2e-4d2e-8f94-af30ab426b78,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
TREASURER,EMPEROR,The treasurer has influence over the emperor,7.0,581,6b82807f-1b02-4ef4-922e-cebb51f46865,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
FAVOURITE,EMPEROR,The favourite has influence over the emperor,8.0,582,a4be5cee-d8b3-4713-bf17-98cd56048137,['553cd395-fab5-4c0a-bf5f-aa7adb3a31ab'],[]
AUTHOR,BLEFUSCU,The author escapes to Blefuscu and becomes stranded there.,5.0,583,7fd9c2fd-b9e5-449d-b84b-c977e94aea5a,"['f3246a1c-95c8-4689-8e06-6e00d2b02de2', '41446ff7-bbd1-470f-91fe-fc69a245676d']",[]
TRUSTY SERVANT,CLOSE CHAIR,The trusty servant carried the close chair into the speaker's house,5.0,584,c5ce34e8-1adc-4d19-af56-fb27ebae03d0,['f1a8d631-dc26-4cb2-8d00-05cd0252276c'],[]
BLEFUSCU,EMPEROR OF BLEFUSCU,The emperor is the ruler of Blefuscu,10.0,585,88ab9aa3-ca4c-4870-bb9f-d6585b763c0e,['f1a8d631-dc26-4cb2-8d00-05cd0252276c'],[]
SKYRESH BOLGOLAM,BLEFUSCU,Skyresh Bolgolam's hatred for the protagonist increased after the protagonist's success against Blefuscu,7.0,586,7c1c46a6-9e64-4c8e-a759-387cf3ede109,['8332a93d-307a-4c44-9a1b-f6e5d7a7737c'],[]
FLIMNAP,PERSON,Flimnap has enmity against the protagonist,5.0,587,9813915f-ba46-42d7-bcfa-6a11f88715f6,['8332a93d-307a-4c44-9a1b-f6e5d7a7737c'],[]
LIMTOC,PERSON,Limtoc has enmity against the protagonist,5.0,588,1f73f260-23a5-4d5c-8146-1df6414097a0,['8332a93d-307a-4c44-9a1b-f6e5d7a7737c'],[]
LALCON,PERSON,Lalcon has enmity against the protagonist,5.0,589,1c614a8e-a3d5-44f2-93e0-584f5943b8d1,['8332a93d-307a-4c44-9a1b-f6e5d7a7737c'],[]
BALMUFF,PERSON,Balmuff has enmity against the protagonist,5.0,590,35144dcb-3c17-45da-8ead-4dac89725fcf,['8332a93d-307a-4c44-9a1b-f6e5d7a7737c'],[]
QUINBUS FLESTRIN,BLEFUSCU,Quinbus Flestrin brought the imperial fleet of Blefuscu into the royal port,8.0,591,0f11878f-96cc-462c-b33f-41e2fb847452,['a73406fc-c1d8-4ecc-afaf-9b5cdbe31cf4'],[]
QUINBUS FLESTRIN,VICEROY,Quinbus Flestrin was commanded to reduce the empire of Blefuscu to a province to be governed by a viceroy,9.0,592,3869e821-fafe-42fb-9d9f-a2266fde65bd,['a73406fc-c1d8-4ecc-afaf-9b5cdbe31cf4'],[]
QUINBUS FLESTRIN,BIG-ENDIAN,Quinbus Flestrin was commanded to destroy and put to death the Big-endian exiles and people who did not forsake the Big-endian heresy,9.0,593,cae2787e-48be-4829-b1d5-9d9836ff1ba6,['a73406fc-c1d8-4ecc-afaf-9b5cdbe31cf4'],[]
AMBASSADORS,FLESTRIN,Flestrin aided and abetted the ambassadors from Blefuscu,8.0,594,fd93f9ac-09f0-4b01-83fe-d2a407a26cd0,['e7be95a3-4d6b-40fa-b1a0-e948e2745954'],[]
FLESTRIN,BLEFUSCU,"Flestrin is preparing to make a voyage to Blefuscu, aiding and abetting the emperor of Blefuscu",9.0,595,68595728-73c1-44e1-8bfc-5a09c70d27a4,['e7be95a3-4d6b-40fa-b1a0-e948e2745954'],[]
FLESTRIN,IMPERIAL MAJESTY,"Flestrin is preparing to make a voyage to Blefuscu, aiding and abetting the emperor of Blefuscu",9.0,596,0766cc3b-3321-43de-b96c-6b3031e06cc2,['e7be95a3-4d6b-40fa-b1a0-e948e2745954'],[]
HIS MAJESTY,TREASURER,The king disagreed with the treasurer's opinion on the punishment for the accused,6.0,597,ecba7dbd-ca8b-48ab-afbf-6e0c7ba042f8,['7ababb8a-9766-4a7f-aa21-583c57d2f898'],[]
HIS MAJESTY,ADMIRAL,The king disagreed with the admiral's opinion on the punishment for the accused,6.0,598,ba213237-c875-4b29-8cba-e73f75963aaf,['7ababb8a-9766-4a7f-aa21-583c57d2f898'],[]
HIS MAJESTY,GENERAL,The king disagreed with the general's opinion on the punishment for the accused,6.0,599,24e5459f-bb17-4082-b0ba-8191b2b95b4b,['7ababb8a-9766-4a7f-aa21-583c57d2f898'],[]
HIS MAJESTY,CHAMBERLAIN,The king saved the chamberlain from a painful and ignominious death,9.0,600,099c1224-3302-4504-a65e-89a32ee4e634,['7ababb8a-9766-4a7f-aa21-583c57d2f898'],[]
RELDRESAL,EMPEROR,Reldresal is the principal secretary for private affairs and a true friend of the emperor,10.0,601,d7571af0-683d-4d12-afab-d9e9cffffd83,['1cd854b8-33cd-4a62-ad05-a7f85359c020'],[]
EMPEROR,COUNSELLORS,The emperor relies on the advice and guidance of his counsellors,8.0,602,e6006739-eff0-4080-80fc-b2237490db0c,['986fee9e-df8f-48e5-984f-60204706d3a9'],[]
EMPEROR,MINISTERS,The emperor relies on the assistance and support of his ministers,8.0,603,ea788958-e3fb-4a6b-9744-c229e558cc29,['986fee9e-df8f-48e5-984f-60204706d3a9'],[]
BOLGOLAM,SECRETARY,Bolgolam expressed disapproval of the secretary's opinion,8.0,604,387b06d5-e1c6-4bbf-bbfc-aed805a3281e,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
SECRETARY,TRAITOR,The secretary gave an opinion for preserving the life of the traitor,6.0,605,1fcc8dc5-a5d0-462a-97c3-de48c50b0dc0,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
SERVICES,TRAITOR,The services performed by the traitor are seen as an aggravation of their crimes,7.0,606,ba972cbf-886f-4f23-be87-4f8b174a972c,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
REASONS OF STATE,SERVICES,The reasons of state consider the services performed as an aggravation of the traitor's crimes,7.0,607,c22de3bc-9396-4dd4-aab8-2bccd1d7d95a,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
FIRE,URINE,The traitor extinguished the fire by discharge of urine,9.0,608,c8859a0f-8922-4a9a-973f-1e50f1e6c9ef,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
URINE,PALACE,The traitor could potentially raise an inundation to drown the whole palace,8.0,609,34ed6f81-49d6-439a-921c-5f978620ea71,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
STRENGTH,TRAITOR,The traitor's strength enabled them to bring over the enemy's fleet,7.0,610,f3679444-e8cc-499a-a049-29597ac0e71f,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
BIG-ENDIAN,TRAITOR,Bolgolam accused the traitor of being a Big-endian,6.0,611,eddeaf4e-0458-4127-9b6b-2f3643851238,['ae1b1fa0-2806-423d-ab50-bd86b381890a'],[]
TREASURER,KING,The treasurer manages the king's revenue,7.0,612,6a324a33-31f9-440a-804d-83e1c5b69d67,['66bb99ba-5808-42f8-a702-e576cc825d42'],[]
SECRETARY,KING,The secretary proposed a solution to the king,6.0,613,72b3b904-e15e-4dd9-8fc1-60e02d79fb51,['66bb99ba-5808-42f8-a702-e576cc825d42'],[]
KING,COUNCIL,The king and the council are the judges in this case,8.0,614,d05091da-9347-41b4-ae95-bcc71ca26bfd,['66bb99ba-5808-42f8-a702-e576cc825d42'],[]
SECRETARY,TREASURER,The Secretary responds to the Treasurer's objection,6.0,615,0f26bde9-a909-4971-94a1-ca4ebb01a47c,['140cfa37-4348-408a-9a86-9742233b2116'],[]
EXCELLENCY,IMPERIAL MAJESTY,The Excellency has control over the Emperor's revenue and can address the cost objection,7.0,616,902e374f-6b1b-4c0f-9496-6589ed604bc3,['140cfa37-4348-408a-9a86-9742233b2116'],[]
IMPERIAL MAJESTY,SUBJECTS,The Imperial Majesty's subjects dispose of the protagonist's flesh after death,7.0,617,e314c582-bacf-48ee-b281-6d8d6f8ab90a,['140cfa37-4348-408a-9a86-9742233b2116'],[]
SKELETON,MONUMENT,The skeleton is left as a monument to be admired by future generations,8.0,618,40dafbf8-d24c-468a-8492-3ce5f8944176,['4077baec-813d-4cc4-a719-328c522b6e47'],[]
SECRETARY,PERSON,The secretary compromised the affair and kept the project of starving a secret,8.0,619,f9729b53-d787-4bf8-b9bb-286dfda61690,['cdd56c7d-34aa-414a-b4a8-1dfffbc042d7'],[]
BOLGOLAM,PERSON,Bolgolam dissented from the decision to put out the eyes of the person,6.0,620,8a20cc0c-134c-4248-877b-db3b36393f50,['cdd56c7d-34aa-414a-b4a8-1dfffbc042d7'],[]
EMPRESS,PERSON,The empress perpetually instigated the admiral to insist upon the death of the person,7.0,621,76147c7b-669e-4555-8a68-3f070e7140b7,['cdd56c7d-34aa-414a-b4a8-1dfffbc042d7'],[]
SECRETARY,ARTICLES OF IMPEACHMENT,The secretary will read the articles of impeachment to the person,5.0,622,511b0add-f6cc-4959-9de1-0a75c3d07880,['a2c84f83-0d95-4614-9728-3dea443c92a4'],[]
HIS MAJESTY,SURGEONS,The ruler has ordered the surgeons to perform the operation,8.0,623,fd7278ff-d512-41fc-8e13-85ccdc610931,['a2c84f83-0d95-4614-9728-3dea443c92a4'],[]
PRINCE,MINISTRY,The prince and his ministry introduced the custom of making speeches after cruel executions,8.0,624,5a1a6967-3ca5-437d-85a0-ab9be80653ec,['1fabed57-25f1-4e2a-a329-f4e6afe5a303'],[]
EMPEROR,KINGDOM,The emperor's speeches were published throughout the kingdom,6.0,625,f6c75f59-4bdb-4585-9203-af6a5a9e0e91,['1fabed57-25f1-4e2a-a329-f4e6afe5a303'],[]
STATE-TRIALS,JUDGES,State-trials are presided over by judges,8.0,626,ea8a0416-b25d-424c-bf5a-90ee346e38d6,['72935533-e19e-4022-a60d-47b6cbeb85fb'],[]
JUDGES,DECISION,Judges make decisions in state-trials,9.0,627,3d360c0a-6fe0-49e0-a19b-236a7d9b6a15,['72935533-e19e-4022-a60d-47b6cbeb85fb'],[]
DECISION,STATE-TRIALS,Decisions made by judges affect the outcome of state-trials,7.0,628,c6dcfa6f-d9fa-4336-993e-98b3a64eac96,['72935533-e19e-4022-a60d-47b6cbeb85fb'],[]
ENEMIES,STATE-TRIALS,Enemies of the author may be involved in state-trials against them,6.0,629,808e6c5a-01d4-4105-b0ce-eebf451fc019,['72935533-e19e-4022-a60d-47b6cbeb85fb'],[]
EMPIRE,METROPOLIS,The narrator could pelt the metropolis to pieces as a form of resistance against the empire,7.0,630,4be762a0-f524-44c7-ad3b-0317a166eddb,['d523b916-a20c-4fa3-a2b5-4566229b93d2'],[]
EMPEROR,NARDAC,The emperor conferred the high title of nardac upon the narrator,9.0,631,3e9b389c-6b38-4575-b7d3-6fef6cfb46a3,['d523b916-a20c-4fa3-a2b5-4566229b93d2'],[]
I,BLEFUSCU,The narrator is planning to travel to Blefuscu,1.0,632,e065f1c1-4ece-4be8-b364-a7bf7411a2bf,['3df10e0d-25b7-4718-9dc8-a04c4b42b27f'],[]
I,FLEET,The narrator went to where the fleet was located,1.0,633,27c1711c-4554-4840-bdbf-70d2a9c3ec23,['3df10e0d-25b7-4718-9dc8-a04c4b42b27f'],[]
FLEET,BLEFUSCU,The fleet is associated with Blefuscu,1.0,634,38af8363-932c-4b77-bdc9-ae3e98d7a3f8,['3df10e0d-25b7-4718-9dc8-a04c4b42b27f'],[]
FLEET,ISLAND,The fleet is located on the island,8.0,635,4a262fd4-103a-4ae9-857d-62ec9ec34f5b,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
MAN OF WAR,PROW,The cable is tied to the prow of the man of war,6.0,636,30546211-ae1d-4b5e-aa82-ded522981ddc,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
PROW,CABLE,The cable is tied to the prow of the man of war,6.0,637,97e331b3-bbe9-45e2-aa0a-8d8176029a81,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
ANCHORS,VESSEL,The anchors are lifted up and put into the vessel,7.0,638,699bc1e2-61d2-4e09-b722-fea328c091d1,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
VESSEL,ISLAND,The protagonist arrives at the island using the vessel,9.0,639,ffd60a15-a850-4a80-b05d-d370605bd602,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
VESSEL,ROYAL PORT OF BLEFUSCU,The protagonist arrives at the royal port of Blefuscu using the vessel,9.0,640,81c2d0dc-dcec-439d-97e7-650d9545f532,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
GUIDES,CAPITAL CITY,The guides direct the protagonist to the capital city,8.0,641,7d95aca4-3ea8-4f1e-a738-d3754a97f74a,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
GUIDES,BLEFUSCU,The guides direct the protagonist to the capital city of Blefuscu,8.0,642,e33275bc-b1dc-4a01-a693-f576ff06ae90,['6ac31632-3d0f-4594-a465-7886cdfada7e'],[]
GATE,SECRETARIES,The gate is where the narrator waits for the secretaries to inform the emperor of their arrival,8.0,643,f7d3b77d-5f94-41fc-b128-c5c5466c3d5f,['d13092b4-2c22-42a9-b06f-ff3a9e142574'],[]
EMPEROR,ROYAL FAMILY,The emperor is the head of the royal family and is accompanied by them when receiving the narrator.,8.5,644,2d446609-4299-4808-9844-713497e5f0da,"['d13092b4-2c22-42a9-b06f-ff3a9e142574', '6d13c704-6e76-4262-9184-65a6f30d703e']",[]
EMPEROR,GREAT OFFICERS OF THE COURT,The emperor is accompanied by the great officers of the court when receiving the narrator,9.0,645,084126ea-0d07-4f79-9c1d-4f7952ffc006,['d13092b4-2c22-42a9-b06f-ff3a9e142574'],[]
EMPEROR,EMPERESS,The emperor and empress are both present when receiving the narrator,9.0,646,980b11c6-daf1-47e3-833c-370b2c82e34b,['d13092b4-2c22-42a9-b06f-ff3a9e142574'],[]
EMPEROR,SECRET,The emperor may have knowledge of the secret,7.0,647,4915ade5-b3df-467b-8c56-21e1d99a7781,['f1121d24-d01e-4b2c-aa18-492b842d5c49'],[]
AUTHOR,PRINCE,The author was received by the prince at his court,8.0,648,83451efc-95ee-4694-97e3-b1f6db921255,['41446ff7-bbd1-470f-91fe-fc69a245676d'],[]
AUTHOR,CHAPTER VIII,The author's return to his native country is described in Chapter VIII,6.0,649,900acb3a-1ff7-4cba-bb2a-9af66dca5b85,['41446ff7-bbd1-470f-91fe-fc69a245676d'],[]
ISLAND,BOAT,The boat is found off the coast of the island,5.0,650,c4994c53-7e81-4592-98d7-82ca2d569c97,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
BOAT,SHIP,The boat may have been driven from a ship,6.0,651,de97ca8f-1260-4b89-b65f-e8f928fe1fb2,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
CITY,VESSELS,The vessels are borrowed from the city,7.0,652,49d0f2e5-bcdc-4b78-968d-6b3feac85095,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
CITY,IMPERIAL MAJESTY,The narrator asks the ruler of the city for assistance,8.0,653,b7a20d00-c99d-457f-a512-30e9e8b2156e,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
VESSELS,SEAMEN,The seamen accompany the narrator on the vessels,7.0,654,8852e030-3bc9-46a2-be78-dbee63ba0d32,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
VESSELS,VICE-ADMIRAL,The vice-admiral commands the seamen on the vessels,9.0,655,6169f6a0-d65c-4b79-908a-7ca5842d483f,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
ISLAND,CITY,The narrator returns to the city from the island,4.0,656,ebea4511-f60d-474d-9292-4311319e67be,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
ISLAND,VESSELS,The vessels are used to retrieve the boat from the island,6.0,657,067a42ac-9adb-41fb-b2ce-7a75039ef57a,['22cd4be5-16e4-4d77-ad11-842d0340f1f2'],[]
SEAMEN,BOAT,The seamen play a role in assisting with the towing of the boat by throwing the speaker the end of the cord.,7.5,658,a4fe05a3-46ed-46a7-b76b-80c4aa7d5d3f,"['1f87adfa-b7da-4b97-ba43-b919e7120108', '45b404f7-06a0-490b-9151-b11f01391439']",[]
CORD,BOAT,The speaker fastened the cord to a hole in the fore-part of the boat,7.0,659,38d72def-7471-428f-91aa-8ad2c6e00547,['1f87adfa-b7da-4b97-ba43-b919e7120108'],[]
CORD,MAN OF WAR,The other end of the cord was attached to a man of war,6.0,660,714a4c4f-3e54-4e77-ada7-1831e07135f5,['1f87adfa-b7da-4b97-ba43-b919e7120108'],[]
I,BOAT,"The narrator is swimming and pushing the boat forward. They are also shoving the boat forward. Additionally, the narrator is getting dry to the boat.",6.0,661,0befcb23-7814-4c73-9070-017a9126b919,"['45b404f7-06a0-490b-9151-b11f01391439', '45b404f7-06a0-490b-9151-b11f01391439', '45b404f7-06a0-490b-9151-b11f01391439']",[]
TIDE,I,The tide is favoring the narrator's progress,6.0,662,e485775e-c1e4-4ed3-8b33-e2b6b0808567,['45b404f7-06a0-490b-9151-b11f01391439'],[]
GROUND,I,The narrator can feel the ground beneath the water,4.0,663,03bc052b-3942-450b-aa70-7229a07770f6,['45b404f7-06a0-490b-9151-b11f01391439'],[]
BOAT,CABLES,The cables are used to secure the boat,5.0,664,766d0bcd-4c3e-40c7-a68a-89399f61041b,['45b404f7-06a0-490b-9151-b11f01391439'],[]
BOAT,SHIPS,The cables are stowed in one of the ships,4.0,665,0d7e18bc-aaaf-46c1-9e0a-d59e275df6b7,['45b404f7-06a0-490b-9151-b11f01391439'],[]
I,TIDE,The narrator is waiting for the tide to go out,5.0,666,d309f555-3641-49fc-8c07-8f2fbfc4e12d,['45b404f7-06a0-490b-9151-b11f01391439'],[]
MEN,BOAT,The men assist in turning the boat,8.0,667,b8da78c1-f54e-48fd-a28c-3d7c83dfb6ee,['45b404f7-06a0-490b-9151-b11f01391439'],[]
ROPES,BOAT,The ropes are used to turn the boat,7.0,668,dd2a3bc3-74b5-4891-8650-156a274e6e22,['45b404f7-06a0-490b-9151-b11f01391439'],[]
ENGINES,BOAT,The engines are used to turn the boat,6.0,669,8abe27d8-a79d-4932-9b02-41c5c8aaedf6,['45b404f7-06a0-490b-9151-b11f01391439'],[]
BOAT,BLEFUSCU,The boat was used to travel to the royal port of Blefuscu,8.0,670,401972c6-236f-4fe1-87be-f18829844f0a,['f400bc91-db43-4e22-8939-49d2bf060169'],[]
BOAT,EMPEROR,The protagonist asked the emperor for materials and permission to depart with the boat,9.0,671,e376eddc-edeb-431d-98aa-9b32dcba636d,['f400bc91-db43-4e22-8939-49d2bf060169'],[]
EMPEROR,COURT OF BLEFUSCU,The emperor's court is located in Blefuscu,8.0,672,8ffaf2ef-252e-4fa1-b55c-13ba03e3d1ee,['9075a3fd-4143-4760-b0ec-1c520b0a72cb'],[]
EMPEROR,TREASURER,The treasurer is a member of the cabal that consulted with the emperor,6.0,673,48e9be36-d825-4631-9709-940d311177a4,['9075a3fd-4143-4760-b0ec-1c520b0a72cb'],[]
EMPEROR,CABAL,The emperor consulted with the cabal,7.0,674,2b19eb38-06ef-496e-bbf9-e5f00ed14ce3,['9075a3fd-4143-4760-b0ec-1c520b0a72cb'],[]
CABAL,TREASURER,The treasurer is a member of the cabal,7.0,675,575f50b9-7d4e-4e53-a5b8-bef6d5caba87,['9075a3fd-4143-4760-b0ec-1c520b0a72cb'],[]
